c_fullname	agg_count	agg_date
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17839055\A17775049\	3920	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18913759\A17800859\	90145	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18913759\A17800859\A17775340\	88160	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916350\A17813764\A17839354\	1868	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18919020\	89487	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\A17800842\	21010	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\A17800844\	9198	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\A17800844\A17788083\A17800846\	7508	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\A17800844\A17813728\	1795	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\A17852005\	88157	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924251\A17826641\A18911130\	8720	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18913985\A17815948\A17828684\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18916594\A17854065\A17815925\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17777413\A17777414\	4759	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17828637\	18172	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17828654\	18182	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17828654\A17866894\	8719	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17854057\	2127	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919260\A17866931\	4510	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18924484\A17790221\A17777429\	500	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18906113\A17867201\	12	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18921837\A17867143\A17803266\	18180	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\	94740	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17816202\A17867207\A17854401\	88162	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17829004\A17777779\A17777780\	10609	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18905800\A17774031\A17838006\	971	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17774191\	8325	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17774191\A17799743\	8319	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\	8566	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20151341\	1221	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A20151341\A17786445\	1228	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786857\A17786858\	3041	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17799612\A17774079\	3928	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17838049\A27151234\A27151985\	350	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17850801\	1384	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17863451\A27151592\	1384	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17850773\	49	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\A17787211\A17787222\A17838433\	5930	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18921549\A17787291\	138	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18921549\A17838504\	138	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18916264\A17786733\	3570	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924211\A18911077\A17774937\A17864328\	2334	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18925934\A18913458\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\A17866515\A17828297\	256	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18905990\A18919142\A18905992\	256	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18908717\	1401	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840977\A27155484\A28398672\	2809	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840982\A17828255\	386	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17853635\	161	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18916488\A17853676\A17841018\	17	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18908397\	638	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18911035\A17812712\	610	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18911035\A17812712\A17799843\	610	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\	16334	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18911136\	5896	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18911136\A17852158\	1727	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18911136\A17852158\A17775501\	1727	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18916357\	38	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18916357\A17800988\A17788229\	41	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18919038\A17801096\A17865008\	34	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A20125599\A20116532\A20116537\	509	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\	62804	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP45040-0\	39834	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48336-9\	18179	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP48337-7\711-2\	18180	2021-02-04 00:00:00.000
\ACT\Labs\LP32744-2\	1400	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP42189-8\	55845	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18906120\A18924938\A17806671\A17845084\A17845085\	207	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\	30563	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18908582\A27154320\	13	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18913874\A17866328\A18916482\	3647	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18913874\A17866328\A18921712\	45	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18913876\A17853537\	1459	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18913876\A17853537\A17776891\	1461	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18908555\A17865919\	14079	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18908579\A18916487\A17853624\A17776961\	19	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911062\	3051	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18913833\A17852766\	13735	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18916407\A17801501\A17814438\A17865417\	2451	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911062\A18913716\A17813030\A17787422\A17864000\	749	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18916407\A17852637\A17814444\A17839961\A17814445\	2840	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18921653\A17801390\A17827128\	282	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911062\A18921557\A17826171\A17774875\	14	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911062\A18921557\A17826171\A28399021\	24	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18921653\A17852549\	974	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18913833\A17852766\A17865597\	13735	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18908555\A17865919\A17802019\	13728	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18916407\A17801501\A17801505\	2449	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18916407\A17801501\A17852625\	2449	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18908288\A17798687\A17798693\	251	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850039\A17875411\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17798834\A17837307\A17811724\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17798842\	55	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916265\A18918938\A17799537\	35973	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\	54840	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18916407\A17801506\A17801510\	6685	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18916407\A17801506\A17865418\	6691	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18908717\A17841375\A17790144\	264	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18911092\A17851757\A17800593\	2810	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\	21733	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840977\A27155484\A28399260\A28398865\	2804	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17840977\A27155484\A28399260\A28399447\	2801	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18913879\A17841009\A17815524\	374	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18919128\A17853425\A17815276\	2452	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18916488\A17853676\A17802589\A17841028\	18	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18924339\	84	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17862636\A17786120\A17837309\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17862637\A17786123\	41	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17862637\A17837312\	40	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17850051\A17862637\A17862638\	43	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916190\A18913595\A17875403\	11615	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A20161339\A17813653\A17839254\A17775269\	5866	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17864424\A17800570\	3930	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17864424\A17800570\A17787825\	3916	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916265\A18908373\A17837957\	1385	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916265\A18918938\	35962	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17839110\A17851807\	4920	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18908428\A17864481\A20116286\A20161242\	4928	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18911092\A17851757\A17851758\	7849	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18911092\A28399225\	2799	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17788109\	4216	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17788109\A17839341\	4226	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17864713\A17800862\	2925	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17864713\A17864715\	1510	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916350\	7159	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18916317\A17775120\	6795	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A18921575\A17787852\A17851772\A20116269\	5715	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A20161339\A17788011\	5871	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916316\A27150507\A17839055\	3930	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17775347\	37096	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916349\A17775347\A17788107\	37090	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18916350\A17813764\A17775374\	1855	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18919020\A17788101\	19490	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\A17800842\A17813726\	1786	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\A17800844\A17813730\	1777	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924251\A17826641\A18913764\	8718	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18913985\A17777448\A17854095\	4031	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18913985\A17815948\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18913985\A17815948\A17803017\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18916594\A17866901\	368	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17828637\A17777396\	18178	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20108497\A18924367\A17841065\A18921717\	18	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18908397\A17851058\A17838361\	639	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18921523\A17774215\	930	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18921523\A17774215\A17838199\A17863594\	917	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18921616\A17839374\A17839376\A20134452\A20107430\	8706	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916341\A18924231\A17813721\A17851997\	13994	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18913985\A17777448\A17828688\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18916594\	369	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18916594\A17866901\A17828666\	369	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\	47567	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18919257\A17777413\A17802994\	32555	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18921523\A17838188\	1135	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18924487\	18177	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20160670\A18924177\	5088	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A20161433\A18911136\A17852158\A17839458\	1734	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18916593\A18924487\A17828694\	18178	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18906118\A17816219\A17777784\	4452	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\	62810	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18921837\A17790457\	88595	2021-02-04 00:00:00.000
\ACT\Labs\LP31756-7\LP30786-5\LP99254-2\787-2\	39812	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15705-4\LP42275-5\2571-8\	40536	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15705-4\LP43571-6\	40527	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18921837\A17867143\A17854326\	4218	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17803340\A17777770\	4506	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17816202\	90733	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17854424\A17777776\A17777777\	1741	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18921837\A17790457\A17867138\	88590	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18921837\A17790457\A17867138\A18916614\	88600	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17812585\	38	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17812585\A17863564\	44	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15705-4\LP99408-4\2085-9\	40533	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP15838-3\	35595	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP42107-0\2339-0\	46268	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP19403-2\LP42189-8\2823-3\	18213	2021-02-04 00:00:00.000
\ACT\Labs\LP40271-6\LP31392-1\LP43656-5\14804-9\	18178	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17816202\A17816204\	82019	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18919275\A18924508\A17829004\	10621	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18913671\A17799724\	22035	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17799612\	3940	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17799612\A17838045\	561	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17812470\A27150078\	1391	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17838047\A17863450\	511	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17838049\A27151234\	348	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17850806\	8560	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17812475\	45	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786857\A17774082\	3039	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17786860\A17838053\A17774085\	3055	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17838047\	2316	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17838049\	360	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17838049\A27150080\A27149696\	351	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18916268\A17825389\A17838046\A17863451\A27151592\A27153124\	1375	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18911040\A17799907\	-1	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921516\A18924172\A17838107\A17786921\	1156	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\	16293	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\A17799975\	8719	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913697\A17825705\A17825718\A17787210\	2327	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18916291\A17774375\A17825697\	4299	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18921549\	145	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18921549\A17838504\A17851194\A17800026\	137	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18924200\	248	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18924200\A17800042\A17774483\	115	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18913702\	3036	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\	11667	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18924339\A17865805\A17865819\	80	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18924200\A17800042\	259	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18921535\A18924200\A17800042\A17825803\	133	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18924339\A17865805\A17865819\A17827616\	79	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18911163\A18924339\A17865805\A17865819\A17827616\A17814875\	70	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18924141\A17786538\	580	2021-02-04 00:00:00.000
\ACT\Diagnosis\ICD10\V2_2018AA\A20098492\A18924118\A18913622\	566	2021-02-04 00:00:00.000
